probe	pvalue	adj.pvalue	symbol	entrez	group
A_23_P46470	0.00069	0.432395	ERRFI1	54206	GSE4707_LOvC
A_23_P392942	0.00069	0.432395	MSR1	4481	GSE4707_LOvC
A_24_P73389	7.00E-04	0.432395	STK24	8428	GSE4707_LOvC
A_24_P282762	0.00071	0.432395	TLK1	9874	GSE4707_LOvC
A_23_P412526	0.00073	0.43495	BCAP29	55973	GSE4707_LOvC
A_23_P216739	0.00074	0.43495	SURF6	6838	GSE4707_LOvC
A_23_P389141	0.00076	0.436259	SLFNL1	200172	GSE4707_LOvC
A_23_P363414	0.00078	0.436259	NA	NA	GSE4707_LOvC
A_24_P943113	0.00079	0.436259	EIF4E3	317649	GSE4707_LOvC
A_23_P254091	8.00E-04	0.436259	KIF2	NA	GSE4707_LOvC
A_32_P108722	8.00E-04	0.436259	NA	NA	GSE4707_LOvC
A_23_P510	0.00082	0.436259	PLD5	200150	GSE4707_LOvC
A_32_P205637	0.00083	0.436259	PARD6B	84612	GSE4707_LOvC
A_23_P359904	0.00084	0.436259	PDDC1	NA	GSE4707_LOvC
A_23_P354326	0.00085	0.436259	FLJ31713	158263	GSE4707_LOvC
A_23_P259189	0.00087	0.436259	CLIC4	25932	GSE4707_LOvC
A_24_P743869	0.00087	0.436259	LOC92482	NA	GSE4707_LOvC
A_32_P305820	0.00087	0.436259	NA	NA	GSE4707_LOvC
A_24_P910262	0.00088	0.436259	NA	NA	GSE4707_LOvC
A_23_P20363	9.00E-04	0.436259	C8orf70	NA	GSE4707_LOvC
A_24_P51786	0.00092	0.436259	CCDC50	152137	GSE4707_LOvC
A_23_P212002	0.00092	0.436259	NKTR	4820	GSE4707_LOvC
A_23_P31755	0.00093	0.436259	CRH	1392	GSE4707_LOvC
A_24_P222410	0.00095	0.436259	ALS2	57679	GSE4707_LOvC
A_24_P412512	0.001	0.436259	NIN	51199	GSE4707_LOvC
A_24_P404822	0.00101	0.436259	APLN	8862	GSE4707_LOvC
A_24_P497464	0.00102	0.436259	FLJ37644	NA	GSE4707_LOvC
A_23_P586	0.00103	0.436259	DMAP1	55929	GSE4707_LOvC
A_24_P940845	0.00103	0.436259	NA	NA	GSE4707_LOvC
A_23_P202170	0.00105	0.436259	MGEA5	10724	GSE4707_LOvC
A_32_P76853	0.00105	0.436259	NA	NA	GSE4707_LOvC
A_24_P310864	0.00107	0.436259	CCDC24	149473	GSE4707_LOvC
A_23_P356755	0.00108	0.436259	CEBPG	1054	GSE4707_LOvC
A_24_P40055	0.00108	0.436259	LENG8	114823	GSE4707_LOvC
A_24_P935667	0.00109	0.436259	NA	NA	GSE4707_LOvC
A_24_P289665	0.00112	0.436259	LOC389332	389332	GSE4707_LOvC
A_32_P233834	0.00112	0.436259	NA	NA	GSE4707_LOvC
A_24_P912994	0.00113	0.436259	NA	NA	GSE4707_LOvC
A_23_P3856	0.00114	0.436259	ZFP1	162239	GSE4707_LOvC
A_24_P941505	0.00115	0.436259	FAM120A	23196	GSE4707_LOvC
A_24_P270890	0.00115	0.436259	SPOP	8405	GSE4707_LOvC
A_23_P217151	0.00115	0.436259	ZNF673	NA	GSE4707_LOvC
A_23_P258194	0.00116	0.436259	AIFL	NA	GSE4707_LOvC
A_23_P53458	0.00117	0.436259	CORO1C	23603	GSE4707_LOvC
A_23_P215024	0.00118	0.436259	LRRC1	55227	GSE4707_LOvC
A_23_P3532	0.00119	0.436259	LITAF	9516	GSE4707_LOvC
A_24_P786713	0.00119	0.436259	NA	NA	GSE4707_LOvC
A_32_P3783	0.00119	0.436259	NA	NA	GSE4707_LOvC
A_23_P53257	0.00121	0.436259	AVIL	10677	GSE4707_LOvC
A_23_P3627	0.00121	0.436259	SPG7	6687	GSE4707_LOvC
A_23_P393080	0.00122	0.436259	CALML3	810	GSE4707_LOvC
A_23_P257881	0.00124	0.436259	NA	NA	GSE4707_LOvC
A_24_P678418	0.00125	0.436259	FLJ45244	NA	GSE4707_LOvC
A_23_P10091	0.00126	0.436259	NA	NA	GSE4707_LOvC
A_32_P91156	0.00126	0.436259	NA	NA	GSE4707_LOvC
A_23_P154338	0.00132	0.451377	EFHD1	80303	GSE4707_LOvC
A_24_P364263	0.00139	0.46151	HRASLS2	54979	GSE4707_LOvC
A_32_P134290	0.0014	0.46151	ZCCHC2	54877	GSE4707_LOvC
A_24_P610945	0.0014	0.46151	NA	NA	GSE4707_LOvC
A_23_P129031	0.00141	0.46151	ATXN3	4287	GSE4707_LOvC
A_24_P256093	0.00141	0.46151	NA	NA	GSE4707_LOvC
A_24_P408704	0.00142	0.46151	DOCK2	1794	GSE4707_LOvC
A_23_P376627	0.00143	0.46151	D2HGDH	728294	GSE4707_LOvC
A_24_P264685	0.00144	0.46151	NA	NA	GSE4707_LOvC
A_24_P84198	0.00145	0.46376	NA	NA	GSE4707_LOvC
A_24_P868583	0.0015	0.470628	ANKRD20A2	441430	GSE4707_LOvC
A_24_P910030	0.0015	0.470628	LOC644450	644450	GSE4707_LOvC
A_23_P346670	0.00151	0.470628	GPRC5C	55890	GSE4707_LOvC
A_23_P143676	0.00153	0.472566	NA	NA	GSE4707_LOvC
A_24_P238510	0.00154	0.472566	NA	NA	GSE4707_LOvC
A_23_P355623	0.00157	0.477292	ANKIB1	54467	GSE4707_LOvC
A_23_P76690	0.00158	0.477292	UCHL3	7347	GSE4707_LOvC
A_32_P46817	0.00161	0.478905	NA	NA	GSE4707_LOvC
A_23_P257131	0.00163	0.478905	PEX13	5194	GSE4707_LOvC
A_23_P75028	0.00163	0.478905	REEP3	221035	GSE4707_LOvC
A_32_P46981	0.00164	0.478905	LOC440498	NA	GSE4707_LOvC
A_24_P352864	0.00164	0.478905	PSME3	10197	GSE4707_LOvC
A_23_P425704	0.00169	0.483046	PPARBP	NA	GSE4707_LOvC
A_23_P121459	0.00169	0.483046	THPO	7066	GSE4707_LOvC
A_24_P162244	0.00169	0.483046	NA	NA	GSE4707_LOvC
A_23_P382199	0.00171	0.485676	VAPA	9218	GSE4707_LOvC
A_23_P165727	0.00175	0.489592	GDF8	NA	GSE4707_LOvC
A_24_P213256	0.00175	0.489592	NA	NA	GSE4707_LOvC
A_32_P166480	0.00177	0.489592	C9orf93	NA	GSE4707_LOvC
A_23_P123463	0.00178	0.489592	THEX1	NA	GSE4707_LOvC
A_23_P154730	0.00179	0.489592	ZNF133	7692	GSE4707_LOvC
A_23_P157435	0.00181	0.489592	AZIN1	51582	GSE4707_LOvC
A_24_P58597	0.00182	0.489592	NA	NA	GSE4707_LOvC
A_32_P152544	0.00182	0.489592	NA	NA	GSE4707_LOvC
A_24_P170753	0.00184	0.48984	EP400NL	347918	GSE4707_LOvC
A_23_P432591	0.00186	0.491808	KENAE	NA	GSE4707_LOvC
A_24_P92451	0.00192	0.502885	LOC284861	NA	GSE4707_LOvC
A_24_P503710	0.00196	0.502885	NA	NA	GSE4707_LOvC
A_23_P23873	0.00197	0.502885	PAPPA2	60676	GSE4707_LOvC
A_23_P16992	0.00197	0.502885	PKP4	8502	GSE4707_LOvC
A_32_P110485	0.00197	0.502885	NA	NA	GSE4707_LOvC
A_23_P9513	0.00198	0.502885	MTA1	9112	GSE4707_LOvC
A_23_P208143	0.00202	0.502885	ZNF397	84307	GSE4707_LOvC
A_23_P109201	0.00203	0.502885	C20orf3	NA	GSE4707_LOvC
A_23_P104201	0.00203	0.502885	YME1L1	10730	GSE4707_LOvC
A_23_P207981	0.00204	0.502885	SOCS6	9306	GSE4707_LOvC
A_32_P107282	0.00205	0.502885	NA	NA	GSE4707_LOvC
A_24_P940434	0.00206	0.502885	LOC439914	NA	GSE4707_LOvC
A_23_P107064	0.00206	0.502885	TNK1	8711	GSE4707_LOvC
A_24_P476913	0.00207	0.502885	NA	NA	GSE4707_LOvC
A_24_P832156	0.00208	0.502885	FAM120AOS	158293	GSE4707_LOvC
A_23_P19102	0.0021	0.504379	GALNT10	55568	GSE4707_LOvC
A_24_P173754	0.00212	0.505062	C1orf21	81563	GSE4707_LOvC
A_24_P286013	0.00213	0.505062	HIP2	NA	GSE4707_LOvC
A_32_P211080	0.00217	0.510358	LOC440248	NA	GSE4707_LOvC
A_24_P418099	0.00218	0.510358	NA	NA	GSE4707_LOvC
A_32_P228784	0.00219	0.510358	PPP4R2	151987	GSE4707_LOvC
A_32_P42406	0.0022	0.510358	NA	NA	GSE4707_LOvC
A_32_P501400	0.00222	0.511472	TCP1	6950	GSE4707_LOvC
A_24_P162718	0.00223	0.511472	LMNA	4000	GSE4707_LOvC
A_23_P34744	0.00227	0.515007	CTSK	1513	GSE4707_LOvC
A_23_P333640	0.00227	0.515007	PAPLN	89932	GSE4707_LOvC
A_24_P711050	0.0023	0.516305	NA	NA	GSE4707_LOvC
A_23_P382688	0.00231	0.516305	FAM122B	159090	GSE4707_LOvC
A_24_P216765	0.00232	0.516305	TOMM20	9804	GSE4707_LOvC
A_32_P179964	0.00235	0.520339	NA	NA	GSE4707_LOvC
A_24_P415260	0.00237	0.521284	NA	NA	GSE4707_LOvC
A_24_P404540	0.00238	0.521284	C20orf6	NA	GSE4707_LOvC
A_24_P176733	0.00239	0.521773	CCDC47	57003	GSE4707_LOvC
A_23_P65768	0.00243	0.523926	C15orf15	NA	GSE4707_LOvC
A_23_P211047	0.00244	0.523926	BACH1	571	GSE4707_LOvC
A_23_P66900	0.00244	0.523926	CDK5RAP3	80279	GSE4707_LOvC
A_24_P341985	0.00247	0.523926	BCDO2	NA	GSE4707_LOvC
A_23_P147185	0.00249	0.523926	CANX	821	GSE4707_LOvC
A_24_P658584	0.0025	0.523926	SASH1	23328	GSE4707_LOvC
A_24_P930400	0.00254	0.523926	NA	NA	GSE4707_LOvC
A_23_P79331	0.00255	0.523926	TMBIM1	64114	GSE4707_LOvC
A_23_P388855	0.00256	0.523926	MYST4	NA	GSE4707_LOvC
A_24_P133671	0.00257	0.523926	ZNF276	92822	GSE4707_LOvC
A_32_P16975	0.00258	0.523926	ANKS3	124401	GSE4707_LOvC
A_23_P14915	0.00258	0.523926	CSNK2A2	1459	GSE4707_LOvC
A_23_P121869	0.0026	0.523926	SMA5	11042	GSE4707_LOvC
A_32_P63562	0.00263	0.523926	MIG7	723788	GSE4707_LOvC
A_23_P116414	0.00264	0.523926	HRASLS3	NA	GSE4707_LOvC
A_23_P170857	0.00264	0.523926	IL1RAP	3556	GSE4707_LOvC
A_23_P346048	0.00264	0.523926	LOC440248	NA	GSE4707_LOvC
A_23_P207170	0.00265	0.523926	CSH1	1442	GSE4707_LOvC
A_24_P205154	0.00265	0.523926	NA	NA	GSE4707_LOvC
A_23_P39131	0.00266	0.523926	GLTSCR2	NA	GSE4707_LOvC
A_32_P107797	0.00267	0.523926	NA	NA	GSE4707_LOvC
A_23_P122959	0.00268	0.524195	KIAA0644	NA	GSE4707_LOvC
A_23_P163546	0.00273	0.526607	TAF1C	9013	GSE4707_LOvC
A_23_P258978	0.00274	0.526607	GOLGA1	2800	GSE4707_LOvC
A_24_P902728	0.00275	0.526607	GPIAP1	NA	GSE4707_LOvC
A_32_P221958	0.00277	0.526607	CTGLF1	NA	GSE4707_LOvC
A_23_P111041	0.00278	0.526607	HIST1H2BI	8346	GSE4707_LOvC
A_24_P231483	0.00278	0.526607	MAP2	4133	GSE4707_LOvC
A_23_P66454	0.00281	0.526607	GSDML	NA	GSE4707_LOvC
A_24_P272886	0.00281	0.526607	NA	NA	GSE4707_LOvC
A_23_P370733	0.00282	0.526607	tAKR	NA	GSE4707_LOvC
A_23_P109881	0.00287	0.526607	ITIH4	3700	GSE4707_LOvC
A_23_P170290	0.00288	0.526607	TMEM57	55219	GSE4707_LOvC
A_23_P26004	0.00288	0.526607	NA	NA	GSE4707_LOvC
A_32_P87955	0.00288	0.526607	NA	NA	GSE4707_LOvC
A_24_P453740	0.00289	0.526607	DNAJA5	NA	GSE4707_LOvC
A_24_P195327	0.00289	0.526607	NA	NA	GSE4707_LOvC
A_24_P395415	0.00293	0.526607	NA	NA	GSE4707_LOvC
A_24_P55465	0.00295	0.526607	MTPN	136319	GSE4707_LOvC
A_32_P69399	0.00297	0.526607	NA	NA	GSE4707_LOvC
A_23_P250930	0.00298	0.526607	CRBN	51185	GSE4707_LOvC
A_24_P314554	0.00298	0.526607	GOLGA2LY1	NA	GSE4707_LOvC
A_24_P315014	0.00298	0.526607	RP11-167P23.2	NA	GSE4707_LOvC
A_32_P140079	0.00298	0.526607	NA	NA	GSE4707_LOvC
A_24_P246636	0.00302	0.52906	LOC643940	NA	GSE4707_LOvC
A_23_P11353	0.00305	0.52906	ATP6AP2	10159	GSE4707_LOvC
A_23_P257704	0.00305	0.52906	HSPB1	3315	GSE4707_LOvC
A_23_P20285	0.00305	0.52906	PDLIM2	64236	GSE4707_LOvC
A_23_P318262	0.00307	0.52906	DLX5	1749	GSE4707_LOvC
A_32_P168886	0.00309	0.52906	WBSCR1	NA	GSE4707_LOvC
A_24_P22943	0.00313	0.52906	GIPC3	126326	GSE4707_LOvC
A_23_P16976	0.00314	0.52906	ANXA4	307	GSE4707_LOvC
A_24_P539080	0.00316	0.52906	NA	NA	GSE4707_LOvC
A_23_P59470	0.00318	0.52906	ZNF467	168544	GSE4707_LOvC
A_32_P127009	0.00319	0.52906	NA	NA	GSE4707_LOvC
A_24_P315921	0.0032	0.52906	LOC664727	NA	GSE4707_LOvC
A_23_P160460	0.00322	0.52906	UAP1	6675	GSE4707_LOvC
A_24_P237613	0.00322	0.52906	USP12	219333	GSE4707_LOvC
A_32_P209841	0.00323	0.52906	NA	NA	GSE4707_LOvC
A_24_P200162	0.00327	0.52906	HIGD1A	25994	GSE4707_LOvC
A_23_P47168	0.00328	0.52906	FLRT1	23769	GSE4707_LOvC
A_24_P216421	0.00329	0.52906	DTNB	1838	GSE4707_LOvC
A_24_P628618	0.00329	0.52906	NA	NA	GSE4707_LOvC
A_23_P22027	0.00331	0.52906	INSIG1	3638	GSE4707_LOvC
A_23_P254111	0.00336	0.52906	FBXO9	26268	GSE4707_LOvC
A_24_P307306	0.00336	0.52906	NA	NA	GSE4707_LOvC
A_23_P218086	0.00337	0.52906	TPCN1	53373	GSE4707_LOvC
A_32_P213822	0.00337	0.52906	NA	NA	GSE4707_LOvC
A_23_P250118	0.00348	0.52906	HSPBAP1	79663	GSE4707_LOvC
A_23_P31816	0.00349	0.52906	DEFA3	1668	GSE4707_LOvC
A_23_P37068	0.00349	0.52906	TRAF3	7187	GSE4707_LOvC
A_32_P64928	0.00351	0.52906	NA	NA	GSE4707_LOvC
A_24_P548866	0.00352	0.52906	NA	NA	GSE4707_LOvC
A_24_P110564	0.00353	0.52906	NPIP	NA	GSE4707_LOvC
A_23_P206856	0.00353	0.52906	WDR59	79726	GSE4707_LOvC
A_23_P18739	0.00354	0.52906	TMEM34	NA	GSE4707_LOvC
A_32_P3048	0.00356	0.52906	NA	NA	GSE4707_LOvC
A_32_P728662	0.00358	0.52906	ZNF44	51710	GSE4707_LOvC
A_32_P42236	0.0036	0.52906	NA	NA	GSE4707_LOvC
A_24_P914688	0.00364	0.52906	GRIA2	2891	GSE4707_LOvC
A_24_P895836	0.00364	0.52906	NA	NA	GSE4707_LOvC
A_23_P339954	0.00365	0.52906	LOC440348	NA	GSE4707_LOvC
A_23_P16006	0.00366	0.52906	ZNF600	162966	GSE4707_LOvC
A_23_P19829	0.00367	0.52906	PILRB	29990	GSE4707_LOvC
A_24_P150665	0.00367	0.52906	RUNDC2A	NA	GSE4707_LOvC
A_23_P101351	0.00368	0.52906	ZNF426	79088	GSE4707_LOvC
A_24_P365327	0.00369	0.52906	LSM14A	26065	GSE4707_LOvC
A_24_P933688	0.00369	0.52906	NAV2	89797	GSE4707_LOvC
A_24_P928949	0.0037	0.52906	NA	NA	GSE4707_LOvC
A_24_P152968	0.00372	0.52906	AKR1C1	1645	GSE4707_LOvC
A_24_P321919	0.00374	0.52906	IQGAP1	8826	GSE4707_LOvC
A_24_P734720	0.00375	0.52906	FLJ40432	NA	GSE4707_LOvC
A_24_P42071	0.00376	0.52906	NA	NA	GSE4707_LOvC
A_24_P245838	0.00378	0.52906	NA	NA	GSE4707_LOvC
A_23_P141680	0.00379	0.52906	BCAS3	54828	GSE4707_LOvC
A_24_P526177	0.0038	0.52906	TDG	6996	GSE4707_LOvC
A_32_P106883	0.00381	0.52906	NA	NA	GSE4707_LOvC
A_23_P4592	0.00383	0.52906	SIGLEC6	946	GSE4707_LOvC
A_23_P113728	0.00387	0.52906	MTG1	92170	GSE4707_LOvC
A_24_P329777	0.00391	0.52906	ATAD1	84896	GSE4707_LOvC
A_24_P211044	0.00391	0.52906	CSH1	1442	GSE4707_LOvC
A_24_P896032	0.00393	0.52906	NA	NA	GSE4707_LOvC
A_32_P55438	0.00393	0.52906	NA	NA	GSE4707_LOvC
A_32_P104097	0.00396	0.52906	NA	NA	GSE4707_LOvC
A_32_P122373	0.00397	0.52906	MSTP9	NA	GSE4707_LOvC
A_23_P101642	0.00398	0.52906	PTPRH	5794	GSE4707_LOvC
A_24_P278008	0.00399	0.52906	DCTN6	10671	GSE4707_LOvC
A_24_P586264	0.00401	0.52906	NA	NA	GSE4707_LOvC
A_23_P86403	0.00402	0.52906	KIF5B	3799	GSE4707_LOvC
A_32_P140823	0.00402	0.52906	NPIP	NA	GSE4707_LOvC
A_24_P295010	0.00402	0.52906	SERPINB9	5272	GSE4707_LOvC
A_32_P116233	0.00404	0.52906	NA	NA	GSE4707_LOvC
A_24_P272352	0.00405	0.52906	LOC649125	NA	GSE4707_LOvC
A_24_P350372	0.00405	0.52906	NA	NA	GSE4707_LOvC
A_24_P937536	0.00406	0.52906	DOK3	79930	GSE4707_LOvC
A_24_P148750	0.00407	0.52906	SH3BP5	9467	GSE4707_LOvC
A_32_P57002	0.00408	0.52906	NA	NA	GSE4707_LOvC
A_24_P126262	0.00409	0.52906	BAGE4	85317	GSE4707_LOvC
A_32_P117185	0.00409	0.52906	LOC647322	NA	GSE4707_LOvC
A_24_P152404	0.0041	0.52906	NA	NA	GSE4707_LOvC
A_24_P332326	0.00411	0.52906	NA	NA	GSE4707_LOvC
A_32_P20982	0.00413	0.52906	LOC440353	NA	GSE4707_LOvC
A_24_P920880	0.00414	0.52906	ZNF447	NA	GSE4707_LOvC
A_23_P118791	0.00416	0.52906	TMEM107	84314	GSE4707_LOvC
A_23_P218817	0.00418	0.52906	CPT1B	1375	GSE4707_LOvC
A_23_P407992	0.00418	0.52906	CRAMP1L	NA	GSE4707_LOvC
A_23_P158725	0.00418	0.52906	SLC16A3	9123	GSE4707_LOvC
A_32_P178945	0.0042	0.52906	YOD1	55432	GSE4707_LOvC
A_23_P165582	0.00421	0.52906	PLCL1	5334	GSE4707_LOvC
A_23_P32217	0.00423	0.52906	TOPORS	10210	GSE4707_LOvC
A_23_P255535	0.00426	0.52906	ASMT	438	GSE4707_LOvC
A_23_P112798	0.00427	0.52906	CRIP2	1397	GSE4707_LOvC
A_24_P941487	0.00429	0.52906	ZNF468	90333	GSE4707_LOvC
A_23_P163178	0.00434	0.52906	CALM1	801	GSE4707_LOvC
A_23_P150129	0.00434	0.52906	SAPS3	NA	GSE4707_LOvC
A_23_P54846	0.00435	0.52906	HERPUD1	9709	GSE4707_LOvC
A_24_P1919	0.00438	0.52906	NF1	4763	GSE4707_LOvC
A_24_P942112	0.00438	0.52906	POLR1B	84172	GSE4707_LOvC
A_32_P7581	0.0044	0.52906	C21orf29	NA	GSE4707_LOvC
A_24_P481783	0.0044	0.52906	LOC390595	NA	GSE4707_LOvC
A_24_P491087	0.00442	0.52906	LOC441244	NA	GSE4707_LOvC
A_24_P274615	0.00444	0.52906	ARRDC3	57561	GSE4707_LOvC
A_32_P115015	0.00444	0.52906	CDC42	998	GSE4707_LOvC
A_23_P122387	0.00444	0.52906	MRPS18A	55168	GSE4707_LOvC
A_24_P270747	0.00446	0.52906	ZFP1	162239	GSE4707_LOvC
A_32_P7024	0.00448	0.52906	NA	NA	GSE4707_LOvC
A_23_P13740	0.0045	0.52906	NAV3	89795	GSE4707_LOvC
A_32_P76247	0.00452	0.52906	HSPB1	3315	GSE4707_LOvC
A_24_P309105	0.00452	0.52906	POT1	25913	GSE4707_LOvC
A_24_P490911	0.00452	0.52906	NA	NA	GSE4707_LOvC
A_24_P212281	0.00454	0.52906	NA	NA	GSE4707_LOvC
A_32_P155841	0.00454	0.52906	NA	NA	GSE4707_LOvC
A_23_P113393	0.00459	0.52906	APLN	8862	GSE4707_LOvC
A_24_P379939	0.00459	0.52906	TMEM113	NA	GSE4707_LOvC
A_24_P254702	0.0046	0.52906	FBXO36	130888	GSE4707_LOvC
A_24_P127159	0.0046	0.52906	NA	NA	GSE4707_LOvC
A_23_P142424	0.00461	0.52906	TMEM149	NA	GSE4707_LOvC
A_24_P32735	0.00462	0.52906	NA	NA	GSE4707_LOvC
A_24_P334361	0.00465	0.52906	FLJ20035	NA	GSE4707_LOvC
A_23_P300174	0.00465	0.52906	HEXDC	284004	GSE4707_LOvC
A_23_P1912	0.00466	0.52906	ZP1	22917	GSE4707_LOvC
A_24_P913706	0.00468	0.52906	NA	NA	GSE4707_LOvC
A_24_P170103	0.0047	0.52906	NA	NA	GSE4707_LOvC
A_24_P715865	0.00471	0.52906	NA	NA	GSE4707_LOvC
A_24_P97104	0.00472	0.52906	DPP4	1803	GSE4707_LOvC
A_24_P935652	0.00472	0.52906	NYREN18	NA	GSE4707_LOvC
A_23_P311050	0.00473	0.52906	FLJ36004	NA	GSE4707_LOvC
A_23_P168240	0.00476	0.52906	PRPF4B	8899	GSE4707_LOvC
A_24_P314597	0.00477	0.52906	KIAA0319L	79932	GSE4707_LOvC
A_23_P146187	0.00477	0.52906	RRS1	23212	GSE4707_LOvC
A_24_P48139	0.00478	0.52906	ADAT1	23536	GSE4707_LOvC
A_32_P212712	0.00479	0.52906	NA	NA	GSE4707_LOvC
A_24_P894132	0.00481	0.52906	LOC649290	NA	GSE4707_LOvC
A_23_P501877	0.00481	0.52906	ZFP64	55734	GSE4707_LOvC
A_23_P311608	0.00482	0.52906	GOSR2	9570	GSE4707_LOvC
A_24_P39211	0.00483	0.52906	ING1	3621	GSE4707_LOvC
A_24_P343271	0.00486	0.52906	C6orf96	NA	GSE4707_LOvC
A_23_P419202	0.00486	0.52906	ZNF658	26149	GSE4707_LOvC
A_23_P381347	0.00487	0.52906	CSH1	1442	GSE4707_LOvC
A_23_P43273	0.00487	0.52906	EXT1	2131	GSE4707_LOvC
A_23_P141974	0.00487	0.52906	TPM4	7171	GSE4707_LOvC
A_32_P66222	0.0049	0.52906	ANKRD20A2	441430	GSE4707_LOvC
A_23_P150667	0.00493	0.52906	KIF18A	81930	GSE4707_LOvC
A_24_P188325	0.00495	0.52906	UCHL5	51377	GSE4707_LOvC
A_23_P360213	0.00495	0.52906	NA	NA	GSE4707_LOvC
A_32_P145385	0.00495	0.52906	NA	NA	GSE4707_LOvC
A_32_P24295	0.00496	0.52906	NA	NA	GSE4707_LOvC
A_23_P372467	0.00497	0.52906	AHSA2	130872	GSE4707_LOvC
A_23_P425917	0.00497	0.52906	C6orf188	NA	GSE4707_LOvC
