A	Coef	t	p.value	p.value.adj	F	F.p.value	PEvsC	Genes.PROBEID	Genes.ENTREZID	Genes.SYMBOL
4.89	0.313	1.55	0.14566	0.737269	2.4	0.14566	0	ILMN_1722286	23461	ABCA5
4.71	-0.269	-2.72	0.01773	0.57923	7.4	0.01773	0	ILMN_1784176	23461	ABCA5
5.25	-0.318	-1.57	0.1408	0.734825	2.47	0.1408	0	ILMN_1749001	23461	ABCA5
5.97	-0.525	-1.92	0.07734	0.683576	3.69	0.07734	0	ILMN_1701551	23460	ABCA6
4.92	-0.005	-0.04	0.97081	0.995599	0	0.97081	0	ILMN_1795507	23460	ABCA6
4.62	-0.037	-0.51	0.6165	0.925984	0.26	0.6165	0	ILMN_1729894	10347	ABCA7
7.07	0.188	0.51	0.61741	0.926251	0.26	0.61741	0	ILMN_1743205	10347	ABCA7
4.49	-0.019	-0.22	0.8266	0.972476	0.05	0.8266	0	NA	NA	NA
4.52	-0.18	-1.77	0.09973	0.70558	3.15	0.09973	0	ILMN_2129886	10351	ABCA8
8.19	-1.083	-2.64	0.0208	0.590102	6.95	0.0208	0	ILMN_1796801	10351	ABCA8
6.02	-0.54	-2.55	0.02463	0.600509	6.48	0.02463	0	ILMN_1720501	10350	ABCA9
10.46	0.44	0.81	0.4351	0.863629	0.65	0.4351	0	ILMN_1812070	5243	ABCB1
8	0.664	1.08	0.29927	0.814045	1.17	0.29927	0	NA	NA	NA
8.92	0.037	0.13	0.90048	0.985094	0.02	0.90048	0	ILMN_1665730	23456	ABCB10
5.12	-0.021	-0.24	0.81331	0.970185	0.06	0.81331	0	ILMN_2232066	8647	ABCB11
4.5	0.099	0.71	0.49012	0.88374	0.5	0.49012	0	ILMN_1767349	5244	ABCB4
8.06	0.09	0.49	0.6315	0.930342	0.24	0.6315	0	ILMN_2193980	10058	ABCB6
9.26	0.137	0.64	0.5332	0.900163	0.41	0.5332	0	ILMN_1687840	22	ABCB7
6.53	0.577	2.22	0.04493	0.645736	4.94	0.04493	0	ILMN_2102422	11194	ABCB8
5.45	-0.095	-0.47	0.64871	0.935438	0.22	0.64871	0	NA	NA	NA
6.89	0.101	0.36	0.72479	0.950816	0.13	0.72479	0	ILMN_2343047	23457	ABCB9
6.97	0.13	0.57	0.57706	0.915204	0.33	0.57706	0	ILMN_2343048	23457	ABCB9
4.93	0.223	2.47	0.02862	0.604552	6.08	0.02862	0	ILMN_2335302	4363	ABCC1
6.36	0.142	0.54	0.59523	0.920207	0.3	0.59523	0	ILMN_1802404	4363	ABCC1
7.3	0.193	1.27	0.22723	0.780668	1.61	0.22723	0	ILMN_1776119	89845	ABCC10
5.06	0.023	0.19	0.85135	0.977688	0.04	0.85135	0	ILMN_1732140	85320	ABCC11
4.5	-0.048	-0.47	0.64387	0.93375	0.22	0.64387	0	ILMN_1713008	85320	ABCC11
5.16	-0.007	-0.04	0.9702	0.995571	0	0.9702	0	NA	NA	NA
5.28	0.09	0.77	0.4535	0.872033	0.6	0.4535	0	ILMN_1774344	150000	ABCC13
4.94	-0.145	-1.1	0.29318	0.811638	1.2	0.29318	0	ILMN_1676278	1244	ABCC2
5.05	-0.098	-0.86	0.40649	0.852669	0.74	0.40649	0	NA	NA	NA
8.97	-0.49	-1.91	0.0784	0.684424	3.66	0.0784	0	ILMN_1677814	8714	ABCC3
6.07	0.593	1.5	0.15692	0.744233	2.26	0.15692	0	ILMN_1788457	10257	ABCC4
4.94	-0.11	-0.72	0.48553	0.882271	0.52	0.48553	0	ILMN_2194009	10257	ABCC4
7.93	0.061	0.23	0.8206	0.971562	0.05	0.8206	0	ILMN_1706531	10057	ABCC5
8.12	0.113	0.36	0.72803	0.951278	0.13	0.72803	0	ILMN_1651964	10057	ABCC5
4.84	0.013	0.11	0.91582	0.986278	0.01	0.91582	0	ILMN_1725675	368	ABCC6
4.48	-0.079	-0.94	0.36354	0.836617	0.89	0.36354	0	ILMN_1778352	368	ABCC6
5.21	0.016	0.12	0.90371	0.985882	0.02	0.90371	0	ILMN_2293902	368	ABCC6
5.17	0.186	2.22	0.04489	0.645736	4.94	0.04489	0	ILMN_1801521	368	ABCC6
4.51	-0.099	-0.9	0.38312	0.842692	0.82	0.38312	0	ILMN_2406654	368	ABCC6
4.91	-0.018	-0.12	0.90547	0.985882	0.01	0.90547	0	ILMN_3246902	653190	ABCC6P1
4.84	0.018	0.17	0.86521	0.979992	0.03	0.86521	0	ILMN_3244070	730013	ABCC6P2
5.06	0.214	0.86	0.40492	0.852077	0.74	0.40492	0	ILMN_1746196	10060	ABCC9
5.09	-0.047	-0.36	0.72451	0.950747	0.13	0.72451	0	ILMN_2366473	10060	ABCC9
4.73	-0.113	-1.1	0.29262	0.811355	1.2	0.29262	0	ILMN_1751453	10060	ABCC9
9.56	-0.141	-0.47	0.64529	0.934239	0.22	0.64529	0	ILMN_1772189	215	ABCD1
4.51	0.033	0.29	0.77714	0.96276	0.08	0.77714	0	ILMN_1652959	225	ABCD2
8.1	-0.161	-0.88	0.39706	0.84805	0.77	0.39706	0	ILMN_1674032	5825	ABCD3
4.69	-0.049	-0.44	0.66976	0.940838	0.19	0.66976	0	NA	NA	NA
4.96	-0.165	-1.06	0.30704	0.815663	1.13	0.30704	0	ILMN_2343917	5826	ABCD4
4.5	-0.147	-1.84	0.08956	0.694496	3.38	0.08956	0	NA	NA	NA
4.86	0.018	0.16	0.87766	0.982252	0.02	0.87766	0	ILMN_1651501	5826	ABCD4
4.46	0.873	1.24	0.23817	0.785647	1.53	0.23817	0	ILMN_2330267	6059	ABCE1
4.5	0.679	1.09	0.29586	0.812124	1.19	0.29586	0	ILMN_1676846	6059	ABCE1
10.81	-0.101	-0.68	0.50679	0.889276	0.47	0.50679	0	ILMN_2392635	23	ABCF1
11.93	0.021	0.22	0.83165	0.973819	0.05	0.83165	0	ILMN_1763875	23	ABCF1
8.13	0.441	2.71	0.01822	0.581616	7.32	0.01822	0	ILMN_1781999	10061	ABCF2
6.01	-0.317	-1.52	0.15358	0.741443	2.3	0.15358	0	ILMN_1669201	10061	ABCF2
7.67	-0.259	-0.87	0.39997	0.849502	0.76	0.39997	0	ILMN_1810085	55324	ABCF3
5.06	0.208	1.36	0.19694	0.76972	1.85	0.19694	0	ILMN_2262362	9619	ABCG1
4.48	-0.005	-0.05	0.96344	0.994475	0	0.96344	0	NA	NA	NA
5.31	0.123	0.74	0.47018	0.876658	0.55	0.47018	0	ILMN_1658176	9619	ABCG1
9.29	-0.071	-0.17	0.86787	0.980278	0.03	0.86787	0	ILMN_2329927	9619	ABCG1
10.23	0.132	0.4	0.69606	0.945115	0.16	0.69606	0	ILMN_1794782	9619	ABCG1
5.19	-0.123	-0.86	0.40582	0.852524	0.74	0.40582	0	ILMN_1695968	9619	ABCG1
7.52	0.027	0.05	0.95726	0.993689	0	0.95726	0	ILMN_1789641	9429	ABCG2
6.16	0.266	1.54	0.14805	0.739087	2.37	0.14805	0	ILMN_1779470	64137	ABCG4
5.06	-0.001	0	0.99618	0.999311	0	0.99618	0	ILMN_1716592	64240	ABCG5
5.45	0.072	0.48	0.64175	0.933237	0.23	0.64175	0	ILMN_1680309	64241	ABCG8
4.44	-0.038	-0.41	0.68668	0.944359	0.17	0.68668	0	ILMN_1743371	84696	ABHD1
7.23	-0.106	-0.4	0.69885	0.945512	0.16	0.69885	0	ILMN_1770031	55347	ABHD10
8.25	0.047	0.15	0.88525	0.98376	0.02	0.88525	0	ILMN_2338268	83451	ABHD11
5.45	0.285	1.3	0.21498	0.776992	1.7	0.21498	0	ILMN_1753912	83451	ABHD11
7.99	0.093	0.17	0.86397	0.979845	0.03	0.86397	0	ILMN_1737475	83451	ABHD11
11.1	-0.19	-0.7	0.49846	0.886389	0.49	0.49846	0	ILMN_1745116	26090	ABHD12
10.81	-0.283	-0.9	0.38251	0.842558	0.82	0.38251	0	ILMN_2318685	26090	ABHD12
10.85	-0.198	-0.9	0.38602	0.843392	0.81	0.38602	0	ILMN_2245305	26090	ABHD12
5.35	-0.006	-0.03	0.97469	0.996437	0	0.97469	0	ILMN_1707925	145447	ABHD12B
5.21	-0.136	-1.05	0.31142	0.817378	1.11	0.31142	0	ILMN_1698311	145447	ABHD12B
4.9	0.031	0.3	0.76666	0.961071	0.09	0.76666	0	ILMN_1785285	84945	ABHD13
5.04	0.144	1.13	0.28106	0.805475	1.27	0.28106	0	ILMN_2073969	84945	ABHD13
7.21	0.093	0.24	0.81055	0.969245	0.06	0.81055	0	ILMN_1794213	25864	ABHD14A
5.26	-0.012	-0.06	0.95627	0.993428	0	0.95627	0	ILMN_2227533	84836	ABHD14B
6.17	-0.39	-2.31	0.03855	0.630126	5.32	0.03855	0	ILMN_1769390	116236	ABHD15
4.57	0.251	2.13	0.05347	0.664703	4.53	0.05347	0	ILMN_2403446	11057	ABHD2
6.56	0.087	0.49	0.62939	0.929656	0.24	0.62939	0	ILMN_1723662	11057	ABHD2
9.12	0.36	2.39	0.03299	0.618626	5.71	0.03299	0	ILMN_1801767	171586	ABHD3
7.77	0.145	0.89	0.3877	0.844268	0.8	0.3877	0	ILMN_1700633	63874	ABHD4
9.7	-0.171	-0.47	0.6439	0.93375	0.22	0.6439	0	ILMN_1655702	51099	ABHD5
7.68	0.437	1.23	0.23975	0.786954	1.52	0.23975	0	ILMN_1706344	57406	ABHD6
5.7	0.222	0.93	0.37098	0.839135	0.86	0.37098	0	ILMN_1719498	253152	EPHX4
9.65	-0.197	-1.07	0.30653	0.815659	1.13	0.30653	0	ILMN_1712707	79575	ABHD8
4.8	-0.07	-0.65	0.52415	0.896732	0.43	0.52415	0	ILMN_1699750	79852	EPHX3
5.63	0.133	0.94	0.36436	0.837103	0.88	0.36436	0	ILMN_1739081	10006	ABI1
9.64	-0.048	-0.42	0.68035	0.942857	0.18	0.68035	0	ILMN_2329958	10006	ABI1
5.77	0.263	1.39	0.187	0.762615	1.94	0.187	0	ILMN_1775944	10152	ABI2
8.51	0.174	1.17	0.26188	0.799165	1.38	0.26188	0	ILMN_1724497	10152	ABI2
5.33	0.111	1.14	0.27364	0.803524	1.31	0.27364	0	ILMN_1720988	10152	ABI2
4.72	0.143	1.28	0.22284	0.779744	1.64	0.22284	0	NA	NA	NA
5.45	0.341	1.03	0.32268	0.822432	1.06	0.32268	0	ILMN_1755658	51225	ABI3
9.17	-0.884	-1.44	0.17471	0.758212	2.07	0.17471	0	ILMN_1673639	25890	ABI3BP
9.49	-0.098	-0.57	0.57814	0.915204	0.33	0.57814	0	ILMN_1713732	25	ABL1
4.85	0.135	1.01	0.32902	0.825498	1.03	0.32902	0	ILMN_2268241	25	ABL1
4.72	0.069	0.97	0.34803	0.832079	0.95	0.34803	0	ILMN_1741628	27	ABL2
4.76	-0.073	-0.84	0.41731	0.85582	0.7	0.41731	0	ILMN_1657870	27	ABL2
5.04	-0.198	-1.67	0.11881	0.715181	2.8	0.11881	0	ILMN_2240003	27	ABL2
11.29	0.306	1.63	0.12803	0.724668	2.65	0.12803	0	ILMN_1785424	3983	ABLIM1
5.56	0.198	1.97	0.07058	0.681391	3.89	0.07058	0	ILMN_1731610	3983	ABLIM1
4.97	0.372	3.25	0.00642	0.476844	10.58	0.00642	0	ILMN_1696682	3983	ABLIM1
9.85	0.256	1.36	0.19707	0.76991	1.85	0.19707	0	ILMN_2396672	3983	ABLIM1
4.93	-0.29	-0.69	0.50532	0.888505	0.47	0.50532	0	ILMN_1758825	84448	ABLIM2
9.04	0.232	0.66	0.51979	0.895229	0.44	0.51979	0	ILMN_1656940	22885	ABLIM3
12.24	-0.509	-1.12	0.28353	0.806539	1.25	0.28353	0	ILMN_1731433	26	AOC1
9.77	0.149	0.84	0.41812	0.856303	0.7	0.41812	0	ILMN_1672878	29	ABR
4.71	0.106	1.11	0.28574	0.807336	1.24	0.28574	0	ILMN_1655114	29	ABR
4.64	-0.153	-1.7	0.11311	0.711526	2.89	0.11311	0	ILMN_1657045	29	ABR
8.15	0.331	1.86	0.08639	0.688886	3.45	0.08639	0	ILMN_1658083	29777	ABT1
6.8	-0.235	-0.84	0.41506	0.854916	0.71	0.41506	0	ILMN_1802096	80325	ABTB1
8.43	-0.266	-1.25	0.23276	0.782162	1.57	0.23276	0	ILMN_2367165	80325	ABTB1
8.04	0.366	0.88	0.39375	0.846519	0.78	0.39375	0	ILMN_1753370	25841	ABTB2
10.02	0.004	0.04	0.96792	0.99528	0	0.96792	0	ILMN_1738921	30	ACAA1
9.46	-0.072	-0.41	0.68706	0.944359	0.17	0.68706	0	ILMN_1660199	10449	ACAA2
9.34	0.112	0.69	0.5019	0.887601	0.48	0.5019	0	ILMN_2331636	31	ACACA
8.84	0.047	0.27	0.78799	0.964567	0.08	0.78799	0	ILMN_1772123	31	ACACA
7.35	0.252	0.63	0.53763	0.901499	0.4	0.53763	0	ILMN_1763852	32	ACACB
7.07	-0.096	-0.5	0.62499	0.928617	0.25	0.62499	0	ILMN_1687303	80724	ACAD10
10.48	0.831	4.03	0.00147	0.372654	16.27	0.00147	0	ILMN_1761058	84129 /// 100532724	ACAD11 /// NPHP3-ACAD11
9.33	0.125	0.99	0.34129	0.830731	0.98	0.34129	0	ILMN_2225595	27034	ACAD8
4.38	0.038	0.38	0.7121	0.947719	0.14	0.7121	0	ILMN_1724699	27034	ACAD8
9.76	0.296	1.45	0.17152	0.75743	2.1	0.17152	0	ILMN_1775579	28976	ACAD9
6.48	0.119	0.34	0.73599	0.952775	0.12	0.73599	0	ILMN_1660890	33	ACADL
9.74	0.217	1.19	0.25386	0.796484	1.43	0.25386	0	ILMN_1778104	34	ACADM
9.8	0.216	1.3	0.21595	0.776992	1.69	0.21595	0	ILMN_2053679	34	ACADM
7.49	0.311	1.63	0.12653	0.724012	2.67	0.12653	0	ILMN_1795104	35	ACADS
5.45	0.365	3.09	0.00884	0.499338	9.52	0.00884	0	ILMN_1740920	36	ACADSB
9.48	0.488	2.16	0.05085	0.659567	4.64	0.05085	0	ILMN_2263466	37	ACADVL
14.13	0.21	2.02	0.0649	0.681391	4.08	0.0649	0	ILMN_1806408	37	ACADVL
11.93	0.059	0.57	0.58006	0.915663	0.32	0.58006	0	ILMN_2352009	37	ACADVL
4.77	-0.01	-0.07	0.94618	0.99212	0	0.94618	0	ILMN_1808395	9744	ACAP1
8.9	-0.05	-0.28	0.78116	0.96348	0.08	0.78116	0	ILMN_3236270	23527	ACAP2
5.33	-0.007	-0.03	0.97931	0.997266	0	0.97931	0	ILMN_1743847	116983	ACAP3
10.09	0.186	1.43	0.17772	0.759003	2.03	0.17772	0	ILMN_1800008	38	ACAT1
4.53	-0.021	-0.22	0.83126	0.973772	0.05	0.83126	0	ILMN_2133799	39	ACAT2
8.8	0.346	1.46	0.16808	0.753375	2.14	0.16808	0	ILMN_1708672	39	ACAT2
10.81	-0.067	-0.38	0.70886	0.947247	0.15	0.70886	0	ILMN_1665945	64746	ACBD3
5.87	0.165	0.89	0.38769	0.844268	0.8	0.38769	0	ILMN_1676288	79777	ACBD4
5.11	0.116	0.64	0.53127	0.899188	0.41	0.53127	0	ILMN_1693250	91452	ACBD5
8.66	0.056	0.35	0.73238	0.952408	0.12	0.73238	0	ILMN_1684271	84320	ACBD6
4.96	0.002	0.02	0.98224	0.997267	0	0.98224	0	ILMN_2106002	414149	ACBD7
4.72	-0.023	-0.21	0.8397	0.975294	0.04	0.8397	0	ILMN_1665932	40	ASIC2
4.84	0.11	0.88	0.39277	0.846155	0.78	0.39277	0	ILMN_1769694	41	ASIC1
5.75	-0.405	-2.25	0.0428	0.641084	5.06	0.0428	0	ILMN_1734479	9311	ASIC3
5.24	-0.503	-2.09	0.05759	0.671758	4.35	0.05759	0	ILMN_2368728	9311	ASIC3
4.46	-0.22	-2.48	0.028	0.604552	6.14	0.028	0	ILMN_2394902	55515	ASIC4
4.5	0.003	0.02	0.98146	0.997267	0	0.98146	0	ILMN_1750295	51802	ASIC5
6.9	-0.288	-0.56	0.58441	0.916893	0.31	0.58441	0	ILMN_3187680	84680	ACCS
4.43	0.255	2.35	0.0356	0.627239	5.52	0.0356	0	ILMN_3242266	390110	ACCSL
8.51	0.112	0.97	0.34951	0.832644	0.94	0.34951	0	ILMN_1716480	65057	ACD
4.85	-0.07	-0.83	0.42137	0.857842	0.69	0.42137	0	NA	NA	NA
5.08	0.255	1.56	0.14421	0.736699	2.42	0.14421	0	ILMN_1779984	1636	ACE
6.32	0.682	1.74	0.1067	0.707204	3.01	0.1067	0	ILMN_1667018	59272	ACE2
4.72	0.022	0.21	0.8371	0.974881	0.04	0.8371	0	ILMN_3241214	125981	ACER1
8.71	-0.131	-0.33	0.74417	0.954605	0.11	0.74417	0	ILMN_3235340	340485	ACER2
8.94	-0.069	-0.15	0.88306	0.983527	0.02	0.88306	0	ILMN_1761000	340485	ACER2
8.79	-0.526	-1.1	0.29285	0.811638	1.2	0.29285	0	ILMN_3237774	55331	ACER3
4.72	-0.031	-0.2	0.84327	0.975773	0.04	0.84327	0	ILMN_2333219	43	ACHE
4.68	0.119	1.14	0.27344	0.803485	1.31	0.27344	0	ILMN_1780485	43	ACHE
6.86	-0.473	-0.86	0.40357	0.851118	0.75	0.40357	0	NA	NA	NA
11.24	-0.151	-1.53	0.15012	0.739996	2.34	0.15012	0	ILMN_1699636	22985	ACIN1
11.98	-0.029	-0.31	0.75845	0.958714	0.1	0.75845	0	ILMN_2371379	47	ACLY
10.82	-0.065	-0.41	0.69062	0.944779	0.17	0.69062	0	ILMN_1749014	47	ACLY
4.36	-0.119	-1.34	0.20395	0.772136	1.79	0.20395	0	ILMN_1727091	130013	ACMSD
8.02	0.287	1.27	0.2284	0.781417	1.6	0.2284	0	ILMN_1771348	57001	SDHAF3
7.98	0.391	1.68	0.11774	0.714228	2.81	0.11774	0	ILMN_2134039	57001	SDHAF3
11.57	-0.029	-0.26	0.79831	0.96601	0.07	0.79831	0	ILMN_1750800	48	ACO1
9.19	-0.039	-0.23	0.82553	0.972117	0.05	0.82553	0	ILMN_1654861	50	ACO2
4.8	0.066	0.49	0.63487	0.931542	0.24	0.63487	0	ILMN_2121389	641371	ACOT1
7.56	-0.55	-2.28	0.04024	0.634259	5.21	0.04024	0	ILMN_1715543	641371	ACOT1
5.06	0.356	2.14	0.05225	0.662954	4.58	0.05225	0	ILMN_1739594	26027	ACOT11
6.03	-0.028	-0.23	0.82407	0.971692	0.05	0.82407	0	ILMN_2353978	26027	ACOT11
8.27	-0.299	-1.28	0.22466	0.779997	1.63	0.22466	0	ILMN_1716237	10965	ACOT2
8.23	-0.733	-2.11	0.05542	0.66713	4.44	0.05542	0	ILMN_1764321	122970	ACOT4
4.93	0.052	0.45	0.66098	0.938853	0.2	0.66098	0	ILMN_2156699	641372	ACOT6
4.7	0.003	0.02	0.98392	0.997267	0	0.98392	0	NA	NA	NA
10.18	0.223	1.29	0.22065	0.779076	1.66	0.22065	0	ILMN_1740265	11332	ACOT7
4.58	-0.063	-0.58	0.57074	0.913625	0.34	0.57074	0	ILMN_1788078	11332	ACOT7
9.29	0.194	0.96	0.35645	0.834631	0.92	0.35645	0	ILMN_2332250	11332	ACOT7
5.75	0.328	1.74	0.10569	0.707132	3.03	0.10569	0	ILMN_1679600	10005	ACOT8
6.99	0.331	1.51	0.15627	0.743787	2.27	0.15627	0	ILMN_2367070	23597	ACOT9
8.58	-0.272	-1.15	0.27115	0.80173	1.32	0.27115	0	ILMN_1658995	23597	ACOT9
10	0.131	1.32	0.20864	0.774828	1.75	0.20864	0	ILMN_1750158	51	ACOX1
7.66	-0.288	-0.98	0.34729	0.832079	0.95	0.34729	0	ILMN_1685703	8309	ACOX2
10.47	-0.024	-0.13	0.89918	0.985052	0.02	0.89918	0	ILMN_1743396	8310	ACOX3
5.86	-1.603	-3.56	0.00361	0.428036	12.64	0.00361	0	NA	NA	NA
11.35	0.031	0.36	0.72213	0.950212	0.13	0.72213	0	ILMN_1669633	52	ACP1
12.84	0.091	0.82	0.42461	0.859775	0.68	0.42461	0	ILMN_2344956	52	ACP1
10.89	-0.032	-0.13	0.89962	0.985094	0.02	0.89962	0	ILMN_2104830	53	ACP2
5.23	-0.32	-1.7	0.11356	0.712376	2.89	0.11356	0	ILMN_2078599	54	ACP5
6.55	0.183	0.55	0.59466	0.920207	0.3	0.59466	0	ILMN_2234343	51205	ACP6
10.05	0.347	1.69	0.11457	0.712864	2.87	0.11457	0	ILMN_1706598	92370	PXYLP1
10.12	0.399	2.19	0.04784	0.651883	4.79	0.04784	0	ILMN_2306955	92370	PXYLP1
8.63	0.253	0.79	0.44129	0.866123	0.63	0.44129	0	ILMN_1758323	55	ACPP
5.81	0.338	1.38	0.18993	0.765108	1.92	0.18993	0	ILMN_1728331	93650	ACPT
4.58	0.184	1.49	0.16085	0.748266	2.22	0.16085	0	ILMN_2351906	93650	ACPT
4.33	-0.053	-0.48	0.63595	0.932221	0.24	0.63595	0	ILMN_1705637	49	ACR
4.64	-0.002	-0.02	0.98706	0.997526	0	0.98706	0	ILMN_1784203	84519	ACRBP
4.4	0.081	0.91	0.37953	0.8417	0.83	0.37953	0	ILMN_1666690	93953	GCNA
4.48	-0.09	-0.87	0.399	0.849106	0.76	0.399	0	ILMN_1654468	56	ACRV1
4.86	0.271	1.56	0.14224	0.735615	2.45	0.14224	0	ILMN_2227011	23205	ACSBG1
8.74	0.232	1.1	0.29056	0.810475	1.22	0.29056	0	ILMN_3236756	80221	ACSF2
5.21	-0.228	-0.93	0.36855	0.83872	0.87	0.36855	0	ILMN_1716832	197322	ACSF3
5.3	0.427	2.52	0.02586	0.60323	6.35	0.02586	0	ILMN_1684585	2180	ACSL1
11.3	0.237	2	0.0674	0.681391	3.99	0.0674	0	ILMN_2360705	2181	ACSL3
