A	Coef	t	p.value	p.value.adj	F	F.p.value	PEvsC	Genes.PROBEID	Genes.ENTREZID	Genes.SYMBOL
1.14	0.001	0.02	0.98348	0.998509	0	0.98348	0	ILMN_1759922	5567	PRKACB
4.94	0.11	0.73	0.46865	0.875904	0.53	0.46865	0	ILMN_1763386	637	BID
1.59	-0.016	-0.2	0.84388	0.975736	0.04	0.84388	0	NA	NA	NA
8.07	0.915	2.93	0.00472	0.135037	8.6	0.00472	0	ILMN_1741688	119587	CPXM2
2.3	-0.062	-0.43	0.66823	0.938219	0.19	0.66823	0	NA	NA	NA
2.1	-0.039	-0.42	0.67795	0.941055	0.17	0.67795	0	ILMN_1779579	7275	TUB
2.18	0	0	0.99788	0.999706	0	0.99788	0	ILMN_1786275	64895	PAPOLG
1.8	0.095	0.94	0.35338	0.82384	0.87	0.35338	0	NA	NA	NA
1.92	0.155	1.36	0.17857	0.690539	1.85	0.17857	0	NA	NA	NA
1.34	0.033	0.52	0.60632	0.923782	0.27	0.60632	0	NA	NA	NA
3.12	-0.638	-4.13	0.00011	0.014754	17.06	0.00011	-1	ILMN_1724877	84552	PARD6G
1.63	-0.019	-0.22	0.82399	0.973276	0.05	0.82399	0	NA	NA	NA
1.97	0.042	0.45	0.65394	0.935779	0.2	0.65394	0	ILMN_1768161	390152	OR8H3
3.17	-0.135	-0.85	0.39602	0.844819	0.73	0.39602	0	NA	NA	NA
1.7	-0.199	-1.91	0.06057	0.474273	3.65	0.06057	0	ILMN_1803748	60482	SLC5A7
1.77	0.002	0.02	0.98061	0.998376	0	0.98061	0	NA	NA	NA
1.48	0.144	1.8	0.07654	0.518041	3.24	0.07654	0	ILMN_1758537	196477	CCER1
1.51	0.034	0.49	0.62498	0.928533	0.24	0.62498	0	NA	NA	NA
2.31	-0.199	-1.63	0.10766	0.582244	2.67	0.10766	0	NA	NA	NA
2.29	0.017	0.08	0.93785	0.99186	0.01	0.93785	0	NA	NA	NA
1.38	0.014	0.21	0.83405	0.974584	0.04	0.83405	0	NA	NA	NA
2.27	-0.071	-0.72	0.47311	0.878119	0.52	0.47311	0	ILMN_1697704	353323	KRTAP12-2
10.81	1.329	4.41	4e-05	0.008298	19.42	4e-05	1	ILMN_1730670	10272	FSTL3
1.7	-0.055	-0.61	0.54336	0.904439	0.37	0.54336	0	NA	NA	NA
2.07	0.394	2.58	0.0122	0.230299	6.67	0.0122	0	ILMN_1664644	89849	ATG16L2
1.98	0.052	0.46	0.64603	0.933919	0.21	0.64603	0	NA	NA	NA
6.24	-0.079	-0.49	0.62737	0.929372	0.24	0.62737	0	ILMN_1714602	942	CD86
2.17	-0.115	-0.82	0.41599	0.8539	0.67	0.41599	0	NA	NA	NA
3.02	-0.325	-1.66	0.10155	0.572503	2.76	0.10155	0	NA	NA	NA
8.17	-0.069	-1.02	0.31177	0.802246	1.04	0.31177	0	ILMN_1660840	51029	DESI2
6.41	-0.202	-2.09	0.04051	0.40091	4.38	0.04051	0	NA	NA	NA
2.92	-0.1	-0.64	0.52398	0.897298	0.41	0.52398	0	ILMN_1805175	7039	TGFA
2.5	-0.055	-0.39	0.69569	0.945008	0.15	0.69569	0	NA	NA	NA
1.69	0.055	0.71	0.48324	0.88202	0.5	0.48324	0	NA	NA	NA
2.26	0.173	1.58	0.12024	0.606305	2.48	0.12024	0	NA	NA	NA
2.3	0.14	1.07	0.29005	0.788872	1.14	0.29005	0	NA	NA	NA
1.4	-0.069	-1.05	0.29771	0.793892	1.1	0.29771	0	ILMN_1757689	441519 /// 541465 /// 541466	CT45A3 /// CT45A6 /// CT45A1
5	-0.218	-1.97	0.05309	0.451319	3.89	0.05309	0	ILMN_1688299	11123	RCAN3
3.73	-0.031	-0.13	0.89923	0.985362	0.02	0.89923	0	ILMN_1695744	10288	LILRB2
3.57	-0.995	-2.48	0.01601	0.260398	6.14	0.01601	0	ILMN_1748915	6283	S100A12
4.01	-0.768	-1.73	0.08788	0.543578	3.01	0.08788	0	ILMN_1762255	2944	GSTM1
3.06	0.337	2.34	0.02278	0.308468	5.46	0.02278	0	ILMN_1751124	285704	RGMB
1.54	-0.06	-0.6	0.54853	0.906415	0.36	0.54853	0	NA	NA	NA
2.44	-0.094	-0.51	0.61415	0.925305	0.26	0.61415	0	ILMN_1719468	7957	EPM2A
1.63	-0.138	-1.46	0.15017	0.654043	2.12	0.15017	0	NA	NA	NA
1.88	0.049	0.42	0.67742	0.94096	0.17	0.67742	0	ILMN_1678173	3795	KHK
7.28	0.698	5.53	0	0.000717	30.62	0	1	ILMN_1724363	1454	CSNK1E
1.6	-0.033	-0.49	0.62255	0.927632	0.24	0.62255	0	NA	NA	NA
6.94	-0.548	-3.5	0.00086	0.050742	12.27	0.00086	0	ILMN_1720048	6347	CCL2
1.97	-0.042	-0.39	0.69498	0.944947	0.16	0.69498	0	NA	NA	NA
4.5	0.149	1.06	0.29453	0.791828	1.12	0.29453	0	NA	NA	NA
1.46	0.105	1.15	0.25348	0.759748	1.33	0.25348	0	NA	NA	NA
1.81	-0.034	-0.35	0.72611	0.952268	0.12	0.72611	0	NA	NA	NA
1.81	-0.132	-1.28	0.20591	0.718179	1.63	0.20591	0	NA	NA	NA
3.61	-0.377	-2.09	0.04095	0.403234	4.36	0.04095	0	ILMN_1779095	1053	CEBPE
9.25	0.023	0.2	0.84054	0.975736	0.04	0.84054	0	ILMN_1763461	501	ALDH7A1
7.68	0.32	3.31	0.00158	0.071021	10.93	0.00158	0	ILMN_1739558	78987	CRELD1
1.77	0.037	0.38	0.70641	0.947785	0.14	0.70641	0	ILMN_1744472	442132	LOC442132
7.51	-0.168	-1.02	0.3126	0.802381	1.04	0.3126	0	ILMN_1664843	2357	FPR1
1.46	0.041	0.58	0.56422	0.910688	0.34	0.56422	0	ILMN_1769316	89766	UMODL1
1.2	-0.016	-0.23	0.82025	0.972565	0.05	0.82025	0	ILMN_1799466	10651	MTX2
6.04	0.344	2.47	0.01618	0.261762	6.12	0.01618	0	ILMN_1651776	29109	FHOD1
3.09	0.121	0.55	0.58406	0.9164	0.3	0.58406	0	ILMN_1735463	54932	EXD3
4.11	0.218	1.57	0.12218	0.609899	2.46	0.12218	0	NA	NA	NA
1.57	-0.137	-1.68	0.09842	0.565729	2.82	0.09842	0	NA	NA	NA
1.85	-0.085	-0.69	0.49228	0.885674	0.48	0.49228	0	ILMN_1716424	5317	PKP1
5.48	-0.017	-0.03	0.97851	0.998081	0	0.97851	0	ILMN_1662578	56913	C1GALT1
1.98	0.003	0.03	0.9743	0.997871	0	0.9743	0	ILMN_1680178	122258	SPACA7
1.64	0.018	0.24	0.81248	0.970951	0.06	0.81248	0	NA	NA	NA
1.81	0.044	0.58	0.56721	0.911754	0.33	0.56721	0	NA	NA	NA
1.28	-0.075	-1.11	0.2723	0.775395	1.23	0.2723	0	ILMN_1681598	56099	PCDHGB7
1.79	0.018	0.23	0.82027	0.972565	0.05	0.82027	0	NA	NA	NA
2.02	-0.109	-1.02	0.31271	0.802381	1.04	0.31271	0	ILMN_1709300	3567	IL5
2.02	0.149	1.56	0.12315	0.611962	2.44	0.12315	0	NA	NA	NA
2.21	0.019	0.2	0.844	0.975736	0.04	0.844	0	NA	NA	NA
2.38	0.088	0.7	0.48732	0.883493	0.49	0.48732	0	ILMN_1755835	388719	LINC00272
2.44	-0.134	-0.84	0.40141	0.847814	0.71	0.40141	0	NA	NA	NA
1.32	-0.173	-2.37	0.02103	0.297221	5.61	0.02103	0	ILMN_1699925	9333	TGM5
2.07	-0.086	-0.81	0.4224	0.857607	0.65	0.4224	0	ILMN_1656338	5802	PTPRS
2.53	0.185	1.31	0.1941	0.707966	1.72	0.1941	0	ILMN_1664907	389633 /// 441314 /// 441315 /// 645651	FAM90A25P /// FAM90A13P /// FAM90A5P /// FAM90A14P
1.32	-0.035	-0.53	0.59773	0.921545	0.28	0.59773	0	NA	NA	NA
5.11	0.027	0.25	0.80572	0.969544	0.06	0.80572	0	ILMN_1772703	51633	OTUD6B
8.69	-0.131	-1.55	0.12635	0.618258	2.4	0.12635	0	ILMN_1781983	162	AP1B1
1.55	0.022	0.24	0.8084	0.97025	0.06	0.8084	0	NA	NA	NA
2.17	0.096	1.05	0.29581	0.792305	1.11	0.29581	0	NA	NA	NA
1.8	0.121	1.27	0.21013	0.721981	1.6	0.21013	0	ILMN_1676613	642597	AKAIN1
2.26	0.048	0.31	0.75826	0.959678	0.1	0.75826	0	ILMN_1735767	252946	FAM197Y2
5.5	-0.06	-0.13	0.89816	0.98523	0.02	0.89816	0	ILMN_1748004	5047	PAEP
1.74	-0.064	-0.72	0.47704	0.878834	0.51	0.47704	0	NA	NA	NA
7.5	-0.03	-0.34	0.7317	0.953816	0.12	0.7317	0	ILMN_1703226	112970	KTI12
3.01	0.114	0.73	0.46938	0.876369	0.53	0.46938	0	ILMN_1729644	643008	SMIM5
5.79	0.146	1.21	0.22944	0.738966	1.47	0.22944	0	ILMN_1786065	29128	UHRF1
1.71	-0.037	-0.36	0.71662	0.949708	0.13	0.71662	0	NA	NA	NA
3.32	0.046	0.36	0.72105	0.950867	0.13	0.72105	0	NA	NA	NA
1.7	-0.144	-1.7	0.09462	0.558968	2.88	0.09462	0	NA	NA	NA
2.61	-0.051	-0.48	0.62976	0.930026	0.23	0.62976	0	ILMN_1791905	388389	CCDC103
1.37	-0.163	-1.94	0.0566	0.46207	3.77	0.0566	0	ILMN_1674341	388468 /// 102724631	POTEC /// POTEB3
5.4	0.159	1.45	0.15267	0.657754	2.1	0.15267	0	ILMN_1677292	90355	C5orf30
1.61	0.045	0.58	0.56475	0.91083	0.34	0.56475	0	ILMN_1671865	147710	IGSF23
1.81	0.038	0.41	0.68045	0.941414	0.17	0.68045	0	ILMN_1717252	26223	FBXL21
1.6	-0.049	-0.48	0.63394	0.931663	0.23	0.63394	0	NA	NA	NA
1.85	-0.181	-1.65	0.10351	0.576159	2.73	0.10351	0	NA	NA	NA
1.61	0.119	1.42	0.16047	0.669174	2.02	0.16047	0	NA	NA	NA
1.58	-0.007	-0.09	0.93168	0.991167	0.01	0.93168	0	ILMN_1798206	337880	KRTAP11-1
2.18	-0.094	-0.79	0.43534	0.863305	0.62	0.43534	0	NA	NA	NA
1.55	0.085	1.01	0.31659	0.804571	1.02	0.31659	0	ILMN_1655771	6419	SETMAR
4.6	0.101	0.21	0.83262	0.974351	0.05	0.83262	0	NA	NA	NA
7.59	0.176	1.73	0.08879	0.545765	2.99	0.08879	0	ILMN_1728934	9055	PRC1
1.58	0.031	0.34	0.73823	0.954949	0.11	0.73823	0	NA	NA	NA
1.49	0.047	0.72	0.47297	0.878049	0.52	0.47297	0	ILMN_1754002	27177	IL36B
4.1	-0.528	-2.38	0.02056	0.294173	5.65	0.02056	0	ILMN_1750961	53346	TM6SF1
10.05	0.004	0.05	0.9608	0.995912	0	0.9608	0	ILMN_1689908	88455	ANKRD13A
1.92	0.161	1.36	0.1785	0.690521	1.85	0.1785	0	NA	NA	NA
3.02	0.055	0.3	0.76825	0.960979	0.09	0.76825	0	ILMN_1813455	3431	SP110
2.82	0.231	1.74	0.08664	0.540929	3.03	0.08664	0	ILMN_1759545	125875	CLDND2
2.17	0.193	1.78	0.08004	0.527225	3.17	0.08004	0	ILMN_1892506	775	CACNA1C
2.05	-0.013	-0.13	0.89794	0.985202	0.02	0.89794	0	ILMN_1709177	347365	ITIH6
4.93	-0.031	-0.24	0.81118	0.970639	0.06	0.81118	0	ILMN_1740430	56731	SLC2A4RG
5.48	-0.127	-1.18	0.24143	0.748195	1.4	0.24143	0	ILMN_1690713	26024 /// 100526740	PTCD1 /// ATP5J2-PTCD1
2.57	-0.138	-0.84	0.40551	0.849943	0.7	0.40551	0	ILMN_1651657	80332	ADAM33
3.72	-0.068	-0.34	0.73576	0.954527	0.11	0.73576	0	ILMN_1764157	5321	PLA2G4A
8.88	-0.056	-0.41	0.68504	0.942365	0.17	0.68504	0	ILMN_1688753	9791	PTDSS1
1.41	0.108	1.23	0.22468	0.73589	1.5	0.22468	0	NA	NA	NA
1.79	0.008	0.1	0.92127	0.989453	0.01	0.92127	0	NA	NA	NA
6.16	-0.239	-2.15	0.03523	0.376684	4.64	0.03523	0	ILMN_1661664	10250	SRRM1
1.68	-0.018	-0.2	0.84147	0.975736	0.04	0.84147	0	NA	NA	NA
2.96	-0.173	-1.04	0.30238	0.796814	1.08	0.30238	0	NA	NA	NA
1.92	-0.102	-1.06	0.29523	0.792166	1.11	0.29523	0	ILMN_1752169	64232	MS4A5
8.52	-0.007	-0.07	0.9427	0.99235	0.01	0.9427	0	ILMN_1720083	30844	EHD4
1.51	0.005	0.06	0.9498	0.993379	0	0.9498	0	NA	NA	NA
1.38	-0.109	-1.47	0.14731	0.649801	2.15	0.14731	0	NA	NA	NA
1.49	-0.049	-0.59	0.55416	0.907959	0.35	0.55416	0	NA	NA	NA
3.89	-0.194	-0.76	0.45077	0.86867	0.58	0.45077	0	ILMN_1788528	54797	MED18
1.38	0.064	0.85	0.39671	0.845109	0.73	0.39671	0	NA	NA	NA
6.46	0.038	0.16	0.87022	0.980885	0.03	0.87022	0	ILMN_1679083	53354 /// 55275 /// 84874 /// 284161	PANK1 /// VPS53 /// ZNF514 /// GDPD1
1.75	0.063	0.7	0.48841	0.884086	0.49	0.48841	0	NA	NA	NA
2.85	-0.175	-1.31	0.1942	0.707966	1.72	0.1942	0	NA	NA	NA
1.79	-0.181	-2.02	0.04802	0.432359	4.07	0.04802	0	NA	NA	NA
8.3	-0.322	-2.95	0.00446	0.130762	8.72	0.00446	0	ILMN_1754795	2195	FAT1
5.67	0.493	2.16	0.03443	0.37199	4.68	0.03443	0	ILMN_1898853	100505909	LOC100505909
1.75	-0.189	-1.57	0.12041	0.606564	2.48	0.12041	0	ILMN_1759396	23530	NNT
2.37	0.015	0.12	0.90209	0.985676	0.02	0.90209	0	NA	NA	NA
3.16	-0.3	-1.66	0.10287	0.574964	2.74	0.10287	0	NA	NA	NA
5.29	-0.247	-1.93	0.05877	0.469329	3.71	0.05877	0	ILMN_1670809	11270	NRM
1.31	0.057	0.71	0.4825	0.881712	0.5	0.4825	0	ILMN_1744701	353299	RGSL1
1.46	-0.075	-0.93	0.35836	0.825554	0.86	0.35836	0	NA	NA	NA
2.14	-0.083	-0.63	0.53351	0.901476	0.39	0.53351	0	NA	NA	NA
1.52	-0.157	-2.16	0.03457	0.372816	4.67	0.03457	0	NA	NA	NA
1.59	-0.061	-0.82	0.41428	0.853271	0.68	0.41428	0	NA	NA	NA
2.02	-0.042	-0.36	0.71915	0.950436	0.13	0.71915	0	NA	NA	NA
1.61	0.014	0.16	0.87245	0.981182	0.03	0.87245	0	NA	NA	NA
2.79	-0.248	-0.93	0.3541	0.82384	0.87	0.3541	0	ILMN_1706051	200150	PLD5
1.71	0.152	1.77	0.08093	0.528834	3.15	0.08093	0	ILMN_1691705	148198	ZNF98
1.16	0.003	0.04	0.96549	0.996322	0	0.96549	0	NA	NA	NA
5.93	0.014	0.12	0.90618	0.986515	0.01	0.90618	0	ILMN_1740960	28992	MACROD1
1.74	0.062	0.63	0.53362	0.901566	0.39	0.53362	0	ILMN_1674338	643418	LIPN
2.65	0.201	1.44	0.15619	0.663261	2.06	0.15619	0	ILMN_1709604	26784	SNORA64
2.61	-0.094	-0.79	0.43208	0.862322	0.63	0.43208	0	NA	NA	NA
6.75	0.435	3.4	0.00118	0.060267	11.57	0.00118	0	ILMN_1780937	80198	MUS81
1.76	-0.159	-1.92	0.05921	0.470187	3.69	0.05921	0	NA	NA	NA
6.92	-0.157	-1.42	0.16121	0.670406	2.01	0.16121	0	NA	NA	NA
3.89	0.578	2.96	0.00433	0.127998	8.78	0.00433	0	ILMN_1777342	57580	PREX1
1.81	-0.152	-1.6	0.11448	0.595138	2.56	0.11448	0	NA	NA	NA
1.62	-0.065	-0.74	0.46076	0.873173	0.55	0.46076	0	ILMN_1663699	28232	SLCO3A1
7.1	0.133	0.77	0.44303	0.866227	0.6	0.44303	0	ILMN_1760218	55661	DDX27
2.07	0.172	1.49	0.14068	0.638913	2.23	0.14068	0	NA	NA	NA
5.46	0.132	0.78	0.43647	0.864031	0.61	0.43647	0	ILMN_1654028	1717	DHCR7
1.39	-0.054	-0.73	0.46673	0.875391	0.54	0.46673	0	NA	NA	NA
2.68	-0.303	-2.08	0.04132	0.405245	4.34	0.04132	0	NA	NA	NA
4	-0.108	-0.26	0.79894	0.968061	0.07	0.79894	0	ILMN_1691395	27107	ZBTB11
8.97	-0.015	-0.14	0.8885	0.983367	0.02	0.8885	0	ILMN_1738326	9470	EIF4E2
8.07	-0.024	-0.28	0.7837	0.963605	0.08	0.7837	0	ILMN_1774580	51642	MRPL48
1.67	0.037	0.29	0.77486	0.962352	0.08	0.77486	0	NA	NA	NA
4.55	-0.259	-1.79	0.07905	0.524308	3.19	0.07905	0	ILMN_1716708	3219	HOXB9
2.42	0.225	1.96	0.05485	0.45746	3.83	0.05485	0	NA	NA	NA
2.13	-0.303	-2.76	0.00755	0.178684	7.63	0.00755	0	NA	NA	NA
5.72	0.053	0.5	0.61604	0.925873	0.25	0.61604	0	ILMN_1779040	83444	INO80B
1.61	0.048	0.57	0.56892	0.912042	0.33	0.56892	0	NA	NA	NA
3.34	0.096	0.56	0.5781	0.914621	0.31	0.5781	0	NA	NA	NA
2.25	-0.019	-0.18	0.85711	0.977787	0.03	0.85711	0	NA	NA	NA
1.94	0.071	0.64	0.52459	0.89755	0.41	0.52459	0	ILMN_1671297	80332	ADAM33
5.04	-0.205	-0.48	0.63551	0.931889	0.23	0.63551	0	ILMN_1770667	51696	HECA
7.04	-0.082	-0.52	0.60309	0.923136	0.27	0.60309	0	ILMN_1731180	55770	EXOC2
2.48	-0.291	-2.12	0.0378	0.388555	4.51	0.0378	0	ILMN_1743810	167691	LCA5
2.57	-0.177	-1.35	0.18214	0.694481	1.82	0.18214	0	ILMN_1738097	79772	MCTP1
2.02	-0.094	-0.92	0.3633	0.827821	0.84	0.3633	0	ILMN_1774806	84679	SLC9A7
1.55	0.012	0.18	0.85555	0.977371	0.03	0.85555	0	NA	NA	NA
2.33	0.151	1.25	0.21491	0.72651	1.57	0.21491	0	NA	NA	NA
12.02	0.143	2.36	0.02151	0.301111	5.56	0.02151	0	ILMN_1756674	514 /// 432369	ATP5E /// ATP5EP2
2.21	0.088	0.74	0.46197	0.873688	0.55	0.46197	0	ILMN_1755795	100130361 /// 100132994	CXorf49 /// CXorf49B
1.59	0.051	0.56	0.57788	0.914547	0.31	0.57788	0	NA	NA	NA
2.04	-0.009	-0.07	0.94218	0.992315	0.01	0.94218	0	NA	NA	NA
1.56	0.027	0.31	0.76102	0.960175	0.09	0.76102	0	NA	NA	NA
1.53	0.173	2.04	0.0455	0.422668	4.17	0.0455	0	NA	NA	NA
2.02	-0.019	-0.14	0.88969	0.983471	0.02	0.88969	0	NA	NA	NA
1.8	-0.083	-0.9	0.37371	0.832782	0.8	0.37371	0	ILMN_1718152	91614	DEPDC7
2.26	-0.193	-1.7	0.09432	0.558406	2.89	0.09432	0	NA	NA	NA
2.61	0.174	1.05	0.29598	0.792384	1.11	0.29598	0	ILMN_1788878	118812	MORN4
2.1	0.014	0.11	0.91545	0.988706	0.01	0.91545	0	ILMN_1712765	56105	PCDHGA11
5.8	-0.934	-3.58	0.00068	0.044233	12.8	0.00068	-1	ILMN_1703108	9246	UBE2L6
1.83	0.14	1.25	0.21612	0.727655	1.56	0.21612	0	NA	NA	NA
1.6	0.003	0.04	0.97021	0.997306	0	0.97021	0	NA	NA	NA
2.24	0.015	0.12	0.90409	0.986218	0.01	0.90409	0	ILMN_1775307	89832	CHRFAM7A
1.82	0.086	0.63	0.52996	0.900381	0.4	0.52996	0	NA	NA	NA
1.94	-0.088	-0.8	0.4266	0.86013	0.64	0.4266	0	NA	NA	NA
2.38	0.344	2.9	0.0052	0.142829	8.4	0.0052	0	ILMN_1868265	100271715	ARHGEF33
10.61	-0.103	-1.38	0.1733	0.684046	1.9	0.1733	0	ILMN_1800598	29088	MRPL15
8.02	0.122	1.04	0.30255	0.79686	1.08	0.30255	0	ILMN_1664608	3632	INPP5A
1.86	0.114	1.06	0.29444	0.791803	1.12	0.29444	0	NA	NA	NA
1.45	0.088	1.22	0.2268	0.73718	1.49	0.2268	0	NA	NA	NA
1.85	0.045	0.33	0.74191	0.955493	0.11	0.74191	0	NA	NA	NA
3.97	0.572	3.41	0.00115	0.059732	11.62	0.00115	0	ILMN_1661342	23157	SEPT6
2	0.103	0.8	0.42518	0.859421	0.64	0.42518	0	ILMN_1680614	440248	HERC2P9
1.94	-0.159	-1.55	0.12554	0.616147	2.41	0.12554	0	NA	NA	NA
2.29	-0.039	-0.4	0.68999	0.944062	0.16	0.68999	0	NA	NA	NA
2.19	0.251	1.62	0.11126	0.588595	2.61	0.11126	0	ILMN_1714523	9843	HEPH
7.6	-0.389	-0.57	0.57188	0.913352	0.32	0.57188	0	ILMN_1679045	51119 /// 155370	SBDS /// SBDSP1
1.53	0.009	0.1	0.91914	0.989178	0.01	0.91914	0	NA	NA	NA
2.61	0.059	0.34	0.73696	0.95487	0.11	0.73696	0	NA	NA	NA
2.02	0.01	0.12	0.90382	0.986109	0.01	0.90382	0	NA	NA	NA
1.52	-0.098	-0.91	0.36444	0.828297	0.83	0.36444	0	NA	NA	NA
7.19	0.147	0.41	0.68421	0.942217	0.17	0.68421	0	ILMN_1653266	79982	DNAJB14
2.01	-0.069	-0.53	0.59675	0.92099	0.28	0.59675	0	NA	NA	NA
2.02	-0.106	-0.88	0.38356	0.838077	0.77	0.38356	0	ILMN_1728972	54478	PIMREG
2.08	-0.181	-1.19	0.23965	0.747417	1.41	0.23965	0	ILMN_1712023	6547	SLC8A3
2.18	-0.098	-0.95	0.34725	0.82107	0.9	0.34725	0	NA	NA	NA
1.5	-0.116	-1.61	0.11163	0.589298	2.61	0.11163	0	NA	NA	NA
8.14	-0.375	-2.76	0.00753	0.178229	7.64	0.00753	0	ILMN_1815673	27122	DKK3
2.97	0.091	0.51	0.61083	0.925257	0.26	0.61083	0	NA	NA	NA
6.8	0.645	4.7	1e-05	0.004206	22.11	1e-05	1	ILMN_1806149	404550	C16orf74
1.62	0.091	0.97	0.336	0.814686	0.94	0.336	0	ILMN_1776838	200030	NBPF11
2.49	0.484	3.21	0.00211	0.083966	10.31	0.00211	0	NA	NA	NA
4.84	-0.527	-1.51	0.13628	0.633127	2.28	0.13628	0	ILMN_1695899	6189	RPS3A
1.9	0.05	0.34	0.73149	0.953816	0.12	0.73149	0	ILMN_1667916	10728	PTGES3
1.73	0.071	0.8	0.42731	0.86052	0.64	0.42731	0	ILMN_1709725	390928	ACP7
2.09	0.055	0.47	0.64027	0.932267	0.22	0.64027	0	NA	NA	NA
1.99	0.241	2.08	0.04213	0.409844	4.31	0.04213	0	NA	NA	NA
2.85	0.114	0.69	0.49209	0.885639	0.48	0.49209	0	NA	NA	NA
2.27	-0.156	-1.09	0.27877	0.780412	1.19	0.27877	0	ILMN_1666825	388759	C1orf229
9.05	0.014	0.21	0.83431	0.974615	0.04	0.83431	0	ILMN_1750651	79602	ADIPOR2
1.71	0.092	0.91	0.36683	0.829238	0.83	0.36683	0	ILMN_1651846	400954	EML6
5.82	0.071	0.51	0.61183	0.925257	0.26	0.61183	0	ILMN_1676322	126695	KDF1
8.58	0.142	1.78	0.08023	0.527469	3.16	0.08023	0	NA	NA	NA
6.12	-0.376	-1.49	0.14048	0.638829	2.23	0.14048	0	ILMN_1660787	8803	SUCLA2
1.68	0.134	1.24	0.21804	0.730111	1.55	0.21804	0	NA	NA	NA
1.6	0.099	1.08	0.28348	0.784232	1.17	0.28348	0	ILMN_1749579	5314	PKHD1
1.41	0.097	1.44	0.154	0.660049	2.08	0.154	0	NA	NA	NA
3.05	-0.279	-1.4	0.1667	0.675658	1.96	0.1667	0	ILMN_1687967	4916	NTRK3
